tinh,ma tinh,huyen,ma huyen,xa,ma xa
An Giang,805,Huyện An Phú,80505,Thị trấn An Phú,8050509
An Giang,805,Huyện An Phú,80505,Thị trấn Long Bình,8050527
An Giang,805,Huyện An Phú,80505,Xã Khánh An,8050511
An Giang,805,Huyện An Phú,80505,Xã Khánh Bình,8050503
An Giang,805,Huyện An Phú,80505,Xã Nhơn Hội,8050513
An Giang,805,Huyện An Phú,80505,Xã Phú Hội,8050505
An Giang,805,Huyện An Phú,80505,Xã Phú Hữu,8050515
An Giang,805,Huyện An Phú,80505,Xã Phước Hưng,8050517
An Giang,805,Huyện An Phú,80505,Xã Quốc Thái,8050501
An Giang,805,Huyện An Phú,80505,Xã Vĩnh Hậu,8050521
An Giang,805,Huyện An Phú,80505,Xã Vĩnh Hội Đông,8050523
An Giang,805,Huyện An Phú,80505,Xã Vĩnh Lộc,8050519
An Giang,805,Huyện An Phú,80505,Xã Vĩnh Trường,8050507
An Giang,805,Huyện An Phú,80505,Xã Đa Phước,8050525
An Giang,805,Huyện Châu Phú,80511,Thị trấn Cái Dầu,8051109
An Giang,805,Huyện Châu Phú,80511,Thị trấn Vĩnh Thạnh Trung,8051117
An Giang,805,Huyện Châu Phú,80511,Xã Bình Chánh,8051125
An Giang,805,Huyện Châu Phú,80511,Xã Bình Long,8051119
An Giang,805,Huyện Châu Phú,80511,Xã Bình Mỹ,8051121
An Giang,805,Huyện Châu Phú,80511,Xã Bình Phú,8051107
An Giang,805,Huyện Châu Phú,80511,Xã Bình Thủy,8051123
An Giang,805,Huyện Châu Phú,80511,Xã Khánh Hòa,8051111
An Giang,805,Huyện Châu Phú,80511,Xã Mỹ Phú,8051103
An Giang,805,Huyện Châu Phú,80511,Xã Mỹ Đức,8051113
An Giang,805,Huyện Châu Phú,80511,Xã Thạnh Mỹ Tây,8051105
An Giang,805,Huyện Châu Phú,80511,Xã ô Long Vỹ,8051115
An Giang,805,Huyện Châu Phú,80511,Xã Đào Hữu Cảnh,8051101
An Giang,805,Huyện Châu Thành,80519,Thị trấn An Châu,8051909
An Giang,805,Huyện Châu Thành,80519,Thị trấn Vĩnh Bình,8051915
An Giang,805,Huyện Châu Thành,80519,Xã An Hòa,8051903
An Giang,805,Huyện Châu Thành,80519,Xã Bình Hòa,8051917
An Giang,805,Huyện Châu Thành,80519,Xã Bình Thạnh,8051905
An Giang,805,Huyện Châu Thành,80519,Xã Cần Đăng,8051911
An Giang,805,Huyện Châu Thành,80519,Xã Hòa Bình Thạnh,8051907
An Giang,805,Huyện Châu Thành,80519,Xã Tân Phú,8051923
An Giang,805,Huyện Châu Thành,80519,Xã Vĩnh An,8051919
An Giang,805,Huyện Châu Thành,80519,Xã Vĩnh Hanh,8051913
An Giang,805,Huyện Châu Thành,80519,Xã Vĩnh Lợi,8051921
An Giang,805,Huyện Châu Thành,80519,Xã Vĩnh Nhuận,8051901
An Giang,805,Huyện Châu Thành,80519,Xã Vĩnh Thành,8051925
An Giang,805,Huyện Chợ Mới,80517,Thị trấn Chợ Mới,8051713
An Giang,805,Huyện Chợ Mới,80517,Thị trấn Mỹ Luông,8051715
An Giang,805,Huyện Chợ Mới,80517,Xã An Thạnh Trung,8051703
An Giang,805,Huyện Chợ Mới,80517,Xã Bình Phước Xuân,8051731
An Giang,805,Huyện Chợ Mới,80517,Xã Hòa An,8051735
An Giang,805,Huyện Chợ Mới,80517,Xã Hòa Bình,8051733
An Giang,805,Huyện Chợ Mới,80517,Xã Hội An,8051711
An Giang,805,Huyện Chợ Mới,80517,Xã Kiến An,8051701
An Giang,805,Huyện Chợ Mới,80517,Xã Kiến Thành,8051707
An Giang,805,Huyện Chợ Mới,80517,Xã Long Giang,8051709
An Giang,805,Huyện Chợ Mới,80517,Xã Long Kiến,8051729
An Giang,805,Huyện Chợ Mới,80517,Xã Long Điền A,8051717
An Giang,805,Huyện Chợ Mới,80517,Xã Long Điền B,8051721
An Giang,805,Huyện Chợ Mới,80517,Xã Mỹ An,8051725
An Giang,805,Huyện Chợ Mới,80517,Xã Mỹ Hiệp,8051723
An Giang,805,Huyện Chợ Mới,80517,Xã Mỹ Hội Đông,8051705
An Giang,805,Huyện Chợ Mới,80517,Xã Nhơn Mỹ,8051727
An Giang,805,Huyện Chợ Mới,80517,Xã Tấn Mỹ,8051719
An Giang,805,Huyện Phú Tân,80509,Thị trấn Chợ Vàm,8050917
An Giang,805,Huyện Phú Tân,80509,Thị trấn Phú Mỹ,8050915
An Giang,805,Huyện Phú Tân,80509,Xã Bình Thạnh Đông,8050903
An Giang,805,Huyện Phú Tân,80509,Xã Hiệp Xương,8050931
An Giang,805,Huyện Phú Tân,80509,Xã Hoà Lạc,8050925
An Giang,805,Huyện Phú Tân,80509,Xã Long Hoà,8050905
An Giang,805,Huyện Phú Tân,80509,Xã Long Sơn,8050919
An Giang,805,Huyện Phú Tân,80509,Xã Phú An,8050909
An Giang,805,Huyện Phú Tân,80509,Xã Phú Bình,8050933
An Giang,805,Huyện Phú Tân,80509,Xã Phú Hiệp,8050907
An Giang,805,Huyện Phú Tân,80509,Xã Phú Hưng,8050935
An Giang,805,Huyện Phú Tân,80509,Xã Phú Long,8050901
An Giang,805,Huyện Phú Tân,80509,Xã Phú Lâm,8050921
An Giang,805,Huyện Phú Tân,80509,Xã Phú Thành,8050927
An Giang,805,Huyện Phú Tân,80509,Xã Phú Thạnh,8050923
An Giang,805,Huyện Phú Tân,80509,Xã Phú Thọ,8050911
An Giang,805,Huyện Phú Tân,80509,Xã Phú Xuân,8050929
An Giang,805,Huyện Phú Tân,80509,Xã Tân Hòa,8050937
An Giang,805,Huyện Phú Tân,80509,Xã Tân Trung,8050913
An Giang,805,Huyện Thoại Sơn,80521,Thị trấn Núi Sập,8052103
An Giang,805,Huyện Thoại Sơn,80521,Thị trấn Phú Hoà,8052111
An Giang,805,Huyện Thoại Sơn,80521,Thị trấn óc Eo,8052113
An Giang,805,Huyện Thoại Sơn,80521,Xã An Bình,8052133
An Giang,805,Huyện Thoại Sơn,80521,Xã Bình Thành,8052129
An Giang,805,Huyện Thoại Sơn,80521,Xã Mỹ Phú Đông,8052123
An Giang,805,Huyện Thoại Sơn,80521,Xã Phú Thuận,8052119
An Giang,805,Huyện Thoại Sơn,80521,Xã Thoại Giang,8052109
An Giang,805,Huyện Thoại Sơn,80521,Xã Tây Phú,8052115
An Giang,805,Huyện Thoại Sơn,80521,Xã Vĩnh Chánh,8052121
An Giang,805,Huyện Thoại Sơn,80521,Xã Vĩnh Khánh,8052127
An Giang,805,Huyện Thoại Sơn,80521,Xã Vĩnh Phú,8052117
An Giang,805,Huyện Thoại Sơn,80521,Xã Vĩnh Trạch,8052105
An Giang,805,Huyện Thoại Sơn,80521,Xã Vọng Thê,8052131
An Giang,805,Huyện Thoại Sơn,80521,Xã Vọng Đông,8052125
An Giang,805,Huyện Thoại Sơn,80521,Xã Định Mỹ,8052101
An Giang,805,Huyện Thoại Sơn,80521,Xã Định Thành,8052107
An Giang,805,Huyện Tri Tôn,80515,Thị trấn Ba Chúc,8051511
An Giang,805,Huyện Tri Tôn,80515,Thị trấn Cô Tô,8051527
An Giang,805,Huyện Tri Tôn,80515,Thị trấn Tri Tôn,8051509
An Giang,805,Huyện Tri Tôn,80515,Xã An Tức,8051525
An Giang,805,Huyện Tri Tôn,80515,Xã Châu Lăng,8051503
An Giang,805,Huyện Tri Tôn,80515,Xã Lê Trì,8051515
An Giang,805,Huyện Tri Tôn,80515,Xã Lương An Trà,8051521
An Giang,805,Huyện Tri Tôn,80515,Xã Lương Phi,8051519
An Giang,805,Huyện Tri Tôn,80515,Xã Lạc Quới,8051513
An Giang,805,Huyện Tri Tôn,80515,Xã Núi Tô,8051505
An Giang,805,Huyện Tri Tôn,80515,Xã Tà Đảnh,8051523
An Giang,805,Huyện Tri Tôn,80515,Xã Tân Tuyến,8051529
An Giang,805,Huyện Tri Tôn,80515,Xã Vĩnh Gia,8051517
An Giang,805,Huyện Tri Tôn,80515,Xã Vĩnh Phước,8051501
An Giang,805,Huyện Tri Tôn,80515,Xã ô Lâm,8051507
An Giang,805,Huyện Tịnh Biên,80513,Thị trấn Chi Lăng,8051315
An Giang,805,Huyện Tịnh Biên,80513,Thị trấn Nhà Bàng,8051313
An Giang,805,Huyện Tịnh Biên,80513,Thị trấn Tịnh Biên,8051321
An Giang,805,Huyện Tịnh Biên,80513,Xã An Cư,8051325
An Giang,805,Huyện Tịnh Biên,80513,Xã An Hảo,8051307
An Giang,805,Huyện Tịnh Biên,80513,Xã An Nông,8051305
An Giang,805,Huyện Tịnh Biên,80513,Xã An Phú,8051319
An Giang,805,Huyện Tịnh Biên,80513,Xã Nhơn Hưng,8051317
An Giang,805,Huyện Tịnh Biên,80513,Xã Núi Voi,8051301
An Giang,805,Huyện Tịnh Biên,80513,Xã Thới Sơn,8051303
An Giang,805,Huyện Tịnh Biên,80513,Xã Tân Lập,8051309
An Giang,805,Huyện Tịnh Biên,80513,Xã Tân Lợi,8051311
An Giang,805,Huyện Tịnh Biên,80513,Xã Văn Giáo,8051323
An Giang,805,Huyện Tịnh Biên,80513,Xã Vĩnh Trung,8051327
An Giang,805,Thành phố Long Xuyên,80501,Phường Bình Khánh,8050105
An Giang,805,Thành phố Long Xuyên,80501,Phường Bình Đức,8050113
An Giang,805,Thành phố Long Xuyên,80501,Phường Mỹ Bình,8050103
An Giang,805,Thành phố Long Xuyên,80501,Phường Mỹ Hòa,8050107
An Giang,805,Thành phố Long Xuyên,80501,Phường Mỹ Long,8050109
An Giang,805,Thành phố Long Xuyên,80501,Phường Mỹ Phước,8050115
An Giang,805,Thành phố Long Xuyên,80501,Phường Mỹ Quý,8050117
An Giang,805,Thành phố Long Xuyên,80501,Phường Mỹ Thạnh,8050101
An Giang,805,Thành phố Long Xuyên,80501,Phường Mỹ Thới,8050119
An Giang,805,Thành phố Long Xuyên,80501,Phường Mỹ Xuyên,8050111
An Giang,805,Thành phố Long Xuyên,80501,Phường Đông Xuyên,8050125
An Giang,805,Thành phố Long Xuyên,80501,Xã Mỹ Hoà Hưng,8050123
An Giang,805,Thành phố Long Xuyên,80501,Xã Mỹ Khánh,8050121
An Giang,805,Thị xã Châu Đốc,80503,Phường Châu Phú A,8050301
An Giang,805,Thị xã Châu Đốc,80503,Phường Châu Phú B,8050305
An Giang,805,Thị xã Châu Đốc,80503,Phường Núi Sam,8050309
An Giang,805,Thị xã Châu Đốc,80503,Phường Vĩnh Mỹ,8050307
An Giang,805,Thị xã Châu Đốc,80503,Phường Vĩnh Ngươn,8050311
An Giang,805,Thị xã Châu Đốc,80503,Xã Vĩnh Châu,8050313
An Giang,805,Thị xã Châu Đốc,80503,Xã Vĩnh Tế,8050303
An Giang,805,Thị xã Tân Châu,80507,Phương Long Sơn,8050729
An Giang,805,Thị xã Tân Châu,80507,Phường Long Châu,8050723
An Giang,805,Thị xã Tân Châu,80507,Phường Long Hưng,8050725
An Giang,805,Thị xã Tân Châu,80507,Phường Long Phú,8050715
An Giang,805,Thị xã Tân Châu,80507,Phường Long Thạnh,8050727
An Giang,805,Thị xã Tân Châu,80507,Thị trấn Tân Châu(Hết Hiệu Lực),8050709
An Giang,805,Thị xã Tân Châu,80507,Xã Châu Phong,8050717
An Giang,805,Thị xã Tân Châu,80507,Xã Long An,8050705
An Giang,805,Thị xã Tân Châu,80507,Xã Lê Chánh,8050707
An Giang,805,Thị xã Tân Châu,80507,Xã Phú Lộc,8050703
An Giang,805,Thị xã Tân Châu,80507,Xã Phú Vĩnh,8050719
An Giang,805,Thị xã Tân Châu,80507,Xã Tân An,8050713
An Giang,805,Thị xã Tân Châu,80507,Xã Tân Thạnh,8050721
An Giang,805,Thị xã Tân Châu,80507,Xã Vĩnh Hòa,8050711
An Giang,805,Thị xã Tân Châu,80507,Xã Vĩnh Xương,8050701
Bà Rịa - Vũng Tàu,717,Huyện Châu Đức,71705,Thị trấn Ngãi Giao,7170505
Bà Rịa - Vũng Tàu,717,Huyện Châu Đức,71705,Xã Bàu Chinh,7170501
Bà Rịa - Vũng Tàu,717,Huyện Châu Đức,71705,Xã Bình Ba,7170513
Bà Rịa - Vũng Tàu,717,Huyện Châu Đức,71705,Xã Bình Giã,7170519
Bà Rịa - Vũng Tàu,717,Huyện Châu Đức,71705,Xã Bình Trung,7170503
Bà Rịa - Vũng Tàu,717,Huyện Châu Đức,71705,Xã Cù Bị,7170523
Bà Rịa - Vũng Tàu,717,Huyện Châu Đức,71705,Xã Kim Long,7170527
Bà Rịa - Vũng Tàu,717,Huyện Châu Đức,71705,Xã Láng Lớn,7170509
Bà Rịa - Vũng Tàu,717,Huyện Châu Đức,71705,Xã Nghĩa Thành,7170531
Bà Rịa - Vũng Tàu,717,Huyện Châu Đức,71705,Xã Quảng Thành,7170525
Bà Rịa - Vũng Tàu,717,Huyện Châu Đức,71705,Xã Suối Nghệ,7170515
Bà Rịa - Vũng Tàu,717,Huyện Châu Đức,71705,Xã Suối Rao,7170529
Bà Rịa - Vũng Tàu,717,Huyện Châu Đức,71705,Xã Sơn Bình,7170507
Bà Rịa - Vũng Tàu,717,Huyện Châu Đức,71705,Xã Xuân Sơn,7170517
Bà Rịa - Vũng Tàu,717,Huyện Châu Đức,71705,Xã Xà Bang,7170521
Bà Rịa - Vũng Tàu,717,Huyện Châu Đức,71705,Xã Đá Bạc,7170511
Bà Rịa - Vũng Tàu,717,Huyện Côn Đảo,71713,Thị trấn Côn Đảo,7171301
Bà Rịa - Vũng Tàu,717,Huyện Long Điền,71711,Thị trấn Long Hải,7171101
Bà Rịa - Vũng Tàu,717,Huyện Long Điền,71711,Thị trấn Long Điền,7171107
Bà Rịa - Vũng Tàu,717,Huyện Long Điền,71711,Xã An Ngãi,7171103
Bà Rịa - Vũng Tàu,717,Huyện Long Điền,71711,Xã An Nhứt,7171111
Bà Rịa - Vũng Tàu,717,Huyện Long Điền,71711,Xã Phước Hưng,7171113
Bà Rịa - Vũng Tàu,717,Huyện Long Điền,71711,Xã Phước Tỉnh,7171105
Bà Rịa - Vũng Tàu,717,Huyện Long Điền,71711,Xã Tam Phước,7171109
Bà Rịa - Vũng Tàu,717,Huyện Tân Thành,71709,Phường Hắc Dịch,7170915
Bà Rịa - Vũng Tàu,717,Huyện Tân Thành,71709,Phường Mỹ Xuân,7170913
Bà Rịa - Vũng Tàu,717,Huyện Tân Thành,71709,Phường Phú Mỹ,7170901
Bà Rịa - Vũng Tàu,717,Huyện Tân Thành,71709,Phường Phước Hòa,7170909
Bà Rịa - Vũng Tàu,717,Huyện Tân Thành,71709,Phường Tân Phước,7170911
Bà Rịa - Vũng Tàu,717,Huyện Tân Thành,71709,Xã Châu Pha,7170917
Bà Rịa - Vũng Tàu,717,Huyện Tân Thành,71709,Xã Sông Xoài,7170903
Bà Rịa - Vũng Tàu,717,Huyện Tân Thành,71709,Xã Tân Hoà,7170907
Bà Rịa - Vũng Tàu,717,Huyện Tân Thành,71709,Xã Tân Hải,7170905
Bà Rịa - Vũng Tàu,717,Huyện Tân Thành,71709,Xã Tóc Tiên,7170919
Bà Rịa - Vũng Tàu,717,Huyện Xuyên Mộc,71707,Thị trấn Phước Bửu,7170709
Bà Rịa - Vũng Tàu,717,Huyện Xuyên Mộc,71707,Xã Bàu Lâm,7170717
Bà Rịa - Vũng Tàu,717,Huyện Xuyên Mộc,71707,Xã Bình Châu,7170725
Bà Rịa - Vũng Tàu,717,Huyện Xuyên Mộc,71707,Xã Bông Trang,7170713
Bà Rịa - Vũng Tàu,717,Huyện Xuyên Mộc,71707,Xã Bưng Riềng,7170707
Bà Rịa - Vũng Tàu,717,Huyện Xuyên Mộc,71707,Xã Hòa Bình,7170705
Bà Rịa - Vũng Tàu,717,Huyện Xuyên Mộc,71707,Xã Hòa Hiệp,7170721
Bà Rịa - Vũng Tàu,717,Huyện Xuyên Mộc,71707,Xã Hòa Hưng,7170719
Bà Rịa - Vũng Tàu,717,Huyện Xuyên Mộc,71707,Xã Hòa Hội,7170723
Bà Rịa - Vũng Tàu,717,Huyện Xuyên Mộc,71707,Xã Phước Thuận,7170711
Bà Rịa - Vũng Tàu,717,Huyện Xuyên Mộc,71707,Xã Phước Tân,7170703
Bà Rịa - Vũng Tàu,717,Huyện Xuyên Mộc,71707,Xã Tân Lâm,7170715
Bà Rịa - Vũng Tàu,717,Huyện Xuyên Mộc,71707,Xã Xuyên Mộc,7170701
Bà Rịa - Vũng Tàu,717,Huyện Đất Đỏ,71712,Thị Trấn Phước Hải,7171211
Bà Rịa - Vũng Tàu,717,Huyện Đất Đỏ,71712,Thị trấn Đất Đỏ,7171205
Bà Rịa - Vũng Tàu,717,Huyện Đất Đỏ,71712,Xã Long Mỹ,7171201
Bà Rịa - Vũng Tàu,717,Huyện Đất Đỏ,71712,Xã Long Tân,7171213
Bà Rịa - Vũng Tàu,717,Huyện Đất Đỏ,71712,Xã Láng Dài,7171203
Bà Rịa - Vũng Tàu,717,Huyện Đất Đỏ,71712,Xã Lộc An,7171215
Bà Rịa - Vũng Tàu,717,Huyện Đất Đỏ,71712,Xã Phước Hội,7171209
Bà Rịa - Vũng Tàu,717,Huyện Đất Đỏ,71712,Xã Phước Long Thọ,7171207
Bà Rịa - Vũng Tàu,717,Thành Phố Bà Rịa,71703,Phường Kim Dinh,7170315
Bà Rịa - Vũng Tàu,717,Thành Phố Bà Rịa,71703,Phường Long Hương,7170313
Bà Rịa - Vũng Tàu,717,Thành Phố Bà Rịa,71703,Phường Long Toàn,7170303
Bà Rịa - Vũng Tàu,717,Thành Phố Bà Rịa,71703,Phường Long Tâm,7170309
Bà Rịa - Vũng Tàu,717,Thành Phố Bà Rịa,71703,Phường Phước Hiệp,7170301
Bà Rịa - Vũng Tàu,717,Thành Phố Bà Rịa,71703,Phường Phước Hưng,7170305
Bà Rịa - Vũng Tàu,717,Thành Phố Bà Rịa,71703,Phường Phước Nguyên,7170307
Bà Rịa - Vũng Tàu,717,Thành Phố Bà Rịa,71703,Phường Phước Trung,7170311
Bà Rịa - Vũng Tàu,717,Thành Phố Bà Rịa,71703,Xã Hoà Long,7170321
Bà Rịa - Vũng Tàu,717,Thành Phố Bà Rịa,71703,Xã Long Phước,7170319
Bà Rịa - Vũng Tàu,717,Thành Phố Bà Rịa,71703,Xã Tân Hưng,7170317
Bà Rịa - Vũng Tàu,717,Thành phố Vũng Tàu,71701,Phường 1,7170101
Bà Rịa - Vũng Tàu,717,Thành phố Vũng Tàu,71701,Phường 10,7170105
Bà Rịa - Vũng Tàu,717,Thành phố Vũng Tàu,71701,Phường 11,7170131
Bà Rịa - Vũng Tàu,717,Thành phố Vũng Tàu,71701,Phường 12,7170133
Bà Rịa - Vũng Tàu,717,Thành phố Vũng Tàu,71701,Phường 2,7170111
Bà Rịa - Vũng Tàu,717,Thành phố Vũng Tàu,71701,Phường 3,7170113
Bà Rịa - Vũng Tàu,717,Thành phố Vũng Tàu,71701,Phường 4,7170115
Bà Rịa - Vũng Tàu,717,Thành phố Vũng Tàu,71701,Phường 5,7170117
Bà Rịa - Vũng Tàu,717,Thành phố Vũng Tàu,71701,Phường 7,7170121
Bà Rịa - Vũng Tàu,717,Thành phố Vũng Tàu,71701,Phường 8,7170123
Bà Rịa - Vũng Tàu,717,Thành phố Vũng Tàu,71701,Phường 9,7170125
Bà Rịa - Vũng Tàu,717,Thành phố Vũng Tàu,71701,Phường Nguyễn An Ninh,7170103
Bà Rịa - Vũng Tàu,717,Thành phố Vũng Tàu,71701,Phường Rạch Dừa,7170129
Bà Rịa - Vũng Tàu,717,Thành phố Vũng Tàu,71701,Phường Thắng Nhì,7170119
Bà Rịa - Vũng Tàu,717,Thành phố Vũng Tàu,71701,Phường Thắng Nhất,7170127
Bà Rịa - Vũng Tàu,717,Thành phố Vũng Tàu,71701,Phường Thắng Tam,7170109
Bà Rịa - Vũng Tàu,717,Thành phố Vũng Tàu,71701,Xã Long Sơn,7170107
Bình Dương,711,Huyện Bàu Bàng,71115,Thị trấn Bàu Bàng,7111501
Bình Dương,711,Huyện Bàu Bàng,71115,Thị trấn Lai Uyên,7111515
Bình Dương,711,Huyện Bàu Bàng,71115,Xã Cây Trường II,7111509
Bình Dương,711,Huyện Bàu Bàng,71115,Xã Hưng Hoà,7111513
Bình Dương,711,Huyện Bàu Bàng,71115,Xã Lai Hưng,7111505
Bình Dương,711,Huyện Bàu Bàng,71115,Xã Long Nguyên,7111503
Bình Dương,711,Huyện Bàu Bàng,71115,Xã Trừ Văn Thố,7111507
Bình Dương,711,Huyện Bàu Bàng,71115,Xã Tân Hưng,7111511
Bình Dương,711,Huyện Bắc Tân Uyên,71117,Thị trấn Tân Bình,7111703
Bình Dương,711,Huyện Bắc Tân Uyên,71117,Thị trấn Tân Lợi,7111701
Bình Dương,711,Huyện Bắc Tân Uyên,71117,Thị trấn Tân Thành,7111721
Bình Dương,711,Huyện Bắc Tân Uyên,71117,Xã Bình Mỹ,7111705
Bình Dương,711,Huyện Bắc Tân Uyên,71117,Xã Hiếu Liêm,7111713
Bình Dương,711,Huyện Bắc Tân Uyên,71117,Xã Lac An,7111711
Bình Dương,711,Huyện Bắc Tân Uyên,71117,Xã Thường Tân,7111717
Bình Dương,711,Huyện Bắc Tân Uyên,71117,Xã Tân Lập,7111707
Bình Dương,711,Huyện Bắc Tân Uyên,71117,Xã Tân Mỹ,7111719
Bình Dương,711,Huyện Bắc Tân Uyên,71117,Xã Tân Định,7111709
Bình Dương,711,Huyện Bắc Tân Uyên,71117,Xã Đất Cuốc,7111715
Bình Dương,711,Huyện Dầu tiếng,71113,Thị trấn Dầu Tiếng,7111309
Bình Dương,711,Huyện Dầu tiếng,71113,Xã An Lập,7111319
Bình Dương,711,Huyện Dầu tiếng,71113,Xã Long Hoà,7111315
Bình Dương,711,Huyện Dầu tiếng,71113,Xã Long Tân,7111321
Bình Dương,711,Huyện Dầu tiếng,71113,Xã Minh Hoà,7111311
Bình Dương,711,Huyện Dầu tiếng,71113,Xã Minh Thạnh,7111301
Bình Dương,711,Huyện Dầu tiếng,71113,Xã Minh Tân,7111303
Bình Dương,711,Huyện Dầu tiếng,71113,Xã Thanh An,7111323
Bình Dương,711,Huyện Dầu tiếng,71113,Xã Thanh Tuyền,7111307
Bình Dương,711,Huyện Dầu tiếng,71113,Xã Định An,7111313
Bình Dương,711,Huyện Dầu tiếng,71113,Xã Định Hiệp,7111305
Bình Dương,711,Huyện Dầu tiếng,71113,Xã Định Thành,7111317
Bình Dương,711,Huyện Phú Giáo,71111,Thị trấn Phước Vĩnh,7111107
Bình Dương,711,Huyện Phú Giáo,71111,Xã An Bình,7111111
Bình Dương,711,Huyện Phú Giáo,71111,Xã An Linh,7111101
Bình Dương,711,Huyện Phú Giáo,71111,Xã An Long,7111103
Bình Dương,711,Huyện Phú Giáo,71111,Xã An Thái,7111121
Bình Dương,711,Huyện Phú Giáo,71111,Xã Phước Hoà,7111119
Bình Dương,711,Huyện Phú Giáo,71111,Xã Phước Sang,7111109
Bình Dương,711,Huyện Phú Giáo,71111,Xã Tam Lập,7111115
Bình Dương,711,Huyện Phú Giáo,71111,Xã Tân Hiệp,7111113
Bình Dương,711,Huyện Phú Giáo,71111,Xã Tân Long,7111105
Bình Dương,711,Huyện Phú Giáo,71111,Xã Vĩnh Hoà,7111117
Bình Dương,711,Thành phố  Dĩ An,71109,Phường An Bình,7110901
Bình Dương,711,Thành phố  Dĩ An,71109,Phường Bình An,7110909
Bình Dương,711,Thành phố  Dĩ An,71109,Phường Bình Thắng,7110911
Bình Dương,711,Thành phố  Dĩ An,71109,Phường Dĩ An,7110905
Bình Dương,711,Thành phố  Dĩ An,71109,Phường Tân Bình,7110907
Bình Dương,711,Thành phố  Dĩ An,71109,Phường Tân Đông Hiệp,7110903
Bình Dương,711,Thành phố  Dĩ An,71109,Phường Đông Hòa,7110913
Bình Dương,711,Thành phố Thuận An,71107,Phường An Phú,7110713
Bình Dương,711,Thành phố Thuận An,71107,Phường An Thạnh,7110701
Bình Dương,711,Thành phố Thuận An,71107,Phường Bình Chuẩn,7110709
Bình Dương,711,Thành phố Thuận An,71107,Phường Bình Hòa,7110719
Bình Dương,711,Thành phố Thuận An,71107,Phường Bình Nhâm,7110717
Bình Dương,711,Thành phố Thuận An,71107,Phường Hưng Định,7110703
Bình Dương,711,Thành phố Thuận An,71107,Phường Lái Thiêu,7110707
Bình Dương,711,Thành phố Thuận An,71107,Phường Thuận Giao,7110711
Bình Dương,711,Thành phố Thuận An,71107,Phường Vĩnh Phú,7110705
Bình Dương,711,Thành phố Thuận An,71107,Xã An Sơn,7110715
Bình Dương,711,Thành phố Thủ Dầu Một,71101,Phường Chánh Mỹ,7110103
Bình Dương,711,Thành phố Thủ Dầu Một,71101,Phường Chánh Nghĩa,7110115
Bình Dương,711,Thành phố Thủ Dầu Một,71101,Phường Hiệp An,7110121
Bình Dương,711,Thành phố Thủ Dầu Một,71101,Phường Hiệp Thành,7110101
Bình Dương,711,Thành phố Thủ Dầu Một,71101,Phường Hoà Phú,7110125
Bình Dương,711,Thành phố Thủ Dầu Một,71101,Phường Phú Cường,7110111
Bình Dương,711,Thành phố Thủ Dầu Một,71101,Phường Phú Hòa,7110107
Bình Dương,711,Thành phố Thủ Dầu Một,71101,Phường Phú Lợi,7110109
Bình Dương,711,Thành phố Thủ Dầu Một,71101,Phường Phú Mỹ,7110105
Bình Dương,711,Thành phố Thủ Dầu Một,71101,Phường Phú Thọ,7110113
Bình Dương,711,Thành phố Thủ Dầu Một,71101,Phường Phú Tân,7110127
Bình Dương,711,Thành phố Thủ Dầu Một,71101,Phường Tân An,7110119
Bình Dương,711,Thành phố Thủ Dầu Một,71101,Phường Tương Bình Hiệp,7110123
Bình Dương,711,Thành phố Thủ Dầu Một,71101,Phường Định Hòa,7110117
Bình Dương,711,Thị Xã  Bến Cát,71103,Phường Chánh Phú Hòa,7110321
Bình Dương,711,Thị Xã  Bến Cát,71103,Phường Hòa Lợi,7110327
Bình Dương,711,Thị Xã  Bến Cát,71103,Phường Mỹ Phước,7110311
Bình Dương,711,Thị Xã  Bến Cát,71103,Phường Thới Hòa,7110307
Bình Dương,711,Thị Xã  Bến Cát,71103,Phường Tân Định,7110329
Bình Dương,711,Thị Xã  Bến Cát,71103,Xã An Tây,7110325
Bình Dương,711,Thị Xã  Bến Cát,71103,Xã An Điền,7110323
Bình Dương,711,Thị Xã  Bến Cát,71103,Xã Cây Trường(Hết Hiệu Lực),7110301
Bình Dương,711,Thị Xã  Bến Cát,71103,Xã Hưng Hòa(Hết Hiệu Lực),7110319
Bình Dương,711,Thị Xã  Bến Cát,71103,Xã Lai Hưng(Hết Hiệu Lực),7110305
Bình Dương,711,Thị Xã  Bến Cát,71103,Xã Lai Uyên(Hết Hiệu Lực),7110303
Bình Dương,711,Thị Xã  Bến Cát,71103,Xã Long Nguyên(Hết Hiệu Lực),7110317
Bình Dương,711,Thị Xã  Bến Cát,71103,Xã Phú An,7110309
Bình Dương,711,Thị Xã  Bến Cát,71103,Xã Trừ Văn Thố(Hết Hiệu Lực),7110313
Bình Dương,711,Thị Xã  Bến Cát,71103,Xã Tân Hưng(Hết Hiệu Lực),7110315
Bình Dương,711,Thị xã Tân Uyên,71105,Phường Hội Nghĩa,7110521
Bình Dương,711,Thị xã Tân Uyên,71105,Phường Khánh Bình,7110525
Bình Dương,711,Thị xã Tân Uyên,71105,Phường Phú Chánh,7110507
Bình Dương,711,Thị xã Tân Uyên,71105,Phường Thái Hòa,7110531
Bình Dương,711,Thị xã Tân Uyên,71105,Phường Thạnh Phước,7110509
Bình Dương,711,Thị xã Tân Uyên,71105,Phường Tân Hiệp,7110543
